Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,FN,FP,Churn
4,0,38,0,5728,94,0,9,3,1,1,30,232.88,209.592,73.288,0
7,0,38,0,2048,53,0,14,3,1,2,30,84.04,75.636,60,0
23,0,38,3,14950,224,45,29,3,1,1,30,786.96,708.264,128.696,0
2,0,38,1,2905,26,474,5,3,1,1,30,2013.24,1811.916,251.324,0
7,0,37,0,15295,181,141,27,2,1,1,25,1330.92,1197.828,183.092,0
1,0,37,1,6310,85,177,23,3,1,1,30,963.8,867.42,146.38,0
0,0,37,0,685,13,0,8,2,1,2,25,31.41,28.269,60,0
0,0,38,0,520,13,4,5,3,1,2,30,37.32,33.588,60,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,1
1,0,37,0,7318,126,375,40,2,1,1,25,2022.48,1820.232,252.248,0
5,0,37,1,11275,153,2,44,4,1,1,45,290.7,261.63,79.07,0
6,0,37,1,6528,74,99,34,2,1,1,25,742.59,668.331,124.259,0
21,0,33,0,765,46,7,14,2,1,2,25,67.995,61.1955,60,1
19,0,36,8,10245,92,0,39,5,2,1,55,155.055,139.5495,65.5055,0
11,0,36,1,5628,97,17,21,2,1,1,25,334.125,300.7125,83.4125,1
0,0,34,0,2650,21,0,11,3,1,1,30,106.84,96.156,60.684,0
7,1,35,0,2800,40,0,13,3,1,2,30,113.6,102.24,61.36,1
7,0,36,0,2078,43,25,28,3,1,2,30,184.84,166.356,68.484,1
0,0,36,0,0,0,0,0,3,1,2,30,0,0,60,1
0,0,36,0,1478,24,0,3,3,1,1,30,60.08,54.072,60,0
1,0,33,1,6595,96,5,19,5,1,1,55,107.865,97.0785,60.7865,0
0,0,36,0,438,6,0,1,4,1,2,45,11.1,9.99,60,1
0,0,36,1,0,0,0,0,5,1,1,55,0,0,60,0
23,0,31,3,15885,237,0,77,2,1,1,25,725.49,652.941,122.549,0
4,0,34,3,6775,115,262,30,2,2,1,25,1489.05,1340.145,198.905,0
0,0,36,0,3528,81,0,25,2,1,1,25,162.405,146.1645,66.2405,0
1,0,35,0,1475,43,29,17,3,1,2,30,176.72,159.048,67.672,0
4,0,36,0,2590,52,166,20,2,1,1,25,865.89,779.301,136.589,0
2,0,27,1,1125,35,184,8,2,2,1,25,880.2,792.18,138.02,0
2,0,26,0,1378,38,21,65,4,1,1,45,87.9,79.11,60,0
9,0,27,0,510,24,1,4,2,1,2,25,28.53,25.677,60,0
0,0,26,0,635,9,12,1,4,1,2,45,46.1,41.49,60,0
8,0,25,0,1035,31,10,10,2,1,1,25,92.97,83.673,60,0
0,0,25,0,3035,60,0,20,3,1,1,30,123.8,111.42,62.38,0
0,0,18,0,1505,25,19,11,2,1,1,25,154.35,138.915,65.435,0
14,0,17,1,6202,140,76,39,2,2,1,25,627.39,564.651,112.739,0
10,0,15,0,8742,170,64,37,4,1,1,45,382.8,344.52,88.28,0
6,0,16,3,2662,44,22,16,3,1,1,30,196.24,176.616,69.624,0
0,0,9,1,4200,39,206,7,3,1,1,30,993.56,894.204,149.356,0
1,0,9,1,1297,18,0,4,3,1,1,30,52.6,47.34,60,1
6,0,33,0,4370,65,0,16,2,1,1,25,199.575,179.6175,69.9575,0
0,0,34,0,318,4,0,3,2,1,2,25,14.49,13.041,60,0
8,0,32,0,2453,54,351,23,2,1,1,25,1692.315,1523.0835,219.2315,0
8,0,33,0,4198,60,0,34,1,1,1,15,234.19,210.771,73.419,0
1,0,33,0,2393,52,0,32,1,1,1,15,134.475,121.0275,63.4475,0
9,0,33,0,3775,76,24,27,2,1,1,25,281.295,253.1655,78.1295,0
2,0,33,0,2360,33,277,17,3,1,1,30,1203.72,1083.348,170.372,0
11,0,32,1,9115,115,136,42,3,1,1,30,913.2,821.88,141.32,0
5,0,33,0,13773,163,0,43,3,1,1,30,557.44,501.696,105.744,0
5,0,33,0,4515,77,0,24,3,1,1,30,183.68,165.312,68.368,0
4,0,33,0,5918,89,0,11,2,1,1,25,270.315,243.2835,77.0315,0
7,1,33,0,2238,48,0,16,3,1,2,30,91.44,82.296,60,0
23,0,33,2,15140,219,46,31,3,1,1,30,798.36,718.524,129.836,0
2,0,33,0,3095,21,475,7,3,1,1,30,2024.64,1822.176,252.464,0
7,0,32,0,15485,176,142,29,2,1,1,25,1343.745,1209.3705,184.3745,0
1,0,32,0,6500,80,178,25,3,1,1,30,975.2,877.68,147.52,0
0,0,32,0,875,8,0,10,2,1,2,25,39.735,35.7615,60,0
0,0,33,0,710,8,5,7,2,1,2,25,54.81,49.329,60,0
0,0,32,0,0,0,0,0,2,1,2,25,0,0,60,1
1,0,32,0,7508,121,376,42,2,1,1,25,2035.305,1831.7745,253.5305,0
5,0,32,0,11465,148,3,46,3,1,1,30,476.52,428.868,97.652,0
6,0,32,0,6718,69,100,36,2,1,1,25,755.415,679.8735,125.5415,0
21,1,28,0,955,41,8,16,2,1,2,25,80.82,72.738,60,1
19,0,31,7,10435,87,0,41,4,1,1,45,263.05,236.745,76.305,0
11,0,31,0,5818,92,18,23,2,1,1,25,346.95,312.255,84.695,1
0,0,29,0,2840,16,0,13,3,1,1,30,114.24,102.816,61.424,0
7,1,30,0,2990,35,1,15,2,1,2,25,140.625,126.5625,64.0625,1
7,1,31,0,2268,38,26,30,3,1,2,30,196.24,176.616,69.624,1
0,1,31,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,31,0,1668,19,0,5,3,1,1,30,67.48,60.732,60,0
1,0,28,0,6785,91,6,21,4,1,1,45,186.9,168.21,68.69,0
0,0,31,0,628,1,1,3,4,1,2,45,18.225,16.4025,60,1
0,0,31,0,338,5,0,1,4,1,1,45,8.575,7.7175,60,0
23,0,26,2,16075,232,0,79,2,1,1,25,733.815,660.4335,123.3815,0
4,0,29,2,6965,110,263,32,2,2,1,25,1501.875,1351.6875,200.1875,0
0,0,31,0,3718,76,0,27,2,1,1,25,170.73,153.657,67.073,0
1,0,30,0,1665,38,30,19,3,1,2,30,188.12,169.308,68.812,0
4,0,31,0,2780,47,167,22,2,1,1,25,878.715,790.8435,137.8715,0
2,0,22,0,1315,30,185,10,2,2,1,25,893.025,803.7225,139.3025,0
2,0,21,0,1568,33,22,67,4,1,1,45,95.025,85.5225,60,0
9,0,22,0,700,19,2,6,2,1,2,25,41.355,37.2195,60,0
0,0,21,0,825,4,13,2,4,1,2,45,53.225,47.9025,60,0
8,0,20,0,1225,26,11,12,2,1,1,25,105.795,95.2155,60.5795,0
0,0,20,0,3225,55,0,22,3,1,1,30,131.2,118.08,63.12,0
0,0,13,0,1695,20,20,13,2,1,1,25,167.175,150.4575,66.7175,0
14,0,12,0,6392,135,77,41,1,2,1,15,782.485,704.2365,128.2485,0
10,0,10,0,8932,165,65,39,4,1,1,45,389.925,350.9325,88.9925,0
6,0,11,2,2852,39,23,18,3,1,1,30,207.64,186.876,70.764,0
0,0,4,0,4390,34,207,9,3,1,1,30,1004.96,904.464,150.496,0
1,0,4,0,1487,13,0,6,2,1,1,25,67.5,60.75,60,1
10,0,43,1,4370,77,13,18,3,1,1,30,229.88,206.892,72.988,0
2,0,44,0,318,11,15,5,3,1,2,30,73.16,65.844,60,0
12,0,42,1,2453,66,367,25,3,1,1,30,1568.76,1411.884,206.876,0
12,0,43,1,4198,72,9,36,1,1,1,15,284.35,255.915,78.435,0
5,0,43,1,2393,64,10,34,2,1,1,25,155.565,140.0085,65.5565,0
13,0,43,2,3775,88,40,29,3,1,1,30,314.52,283.068,81.452,0
6,0,43,1,2360,45,293,19,4,1,1,45,792.625,713.3625,129.2625,0
15,0,42,3,9115,127,152,44,3,1,1,30,977.68,879.912,147.768,0
9,0,43,1,13773,175,8,45,3,1,1,30,589.92,530.928,108.992,0
9,0,43,2,4515,89,10,26,3,1,1,30,224.16,201.744,72.416,0
8,0,43,1,5918,101,15,13,3,1,1,30,300.76,270.684,80.076,0
11,1,43,0,2238,60,16,18,3,1,2,30,155.92,140.328,65.592,0
27,0,43,4,15140,231,62,33,3,1,1,30,862.84,776.556,136.284,0
6,0,43,2,3095,33,491,9,4,1,1,45,1305.7,1175.13,180.57,0
11,0,42,1,15485,188,158,31,2,1,1,25,1416.285,1274.6565,191.6285,0
5,0,42,2,6500,92,194,27,3,1,1,30,1039.68,935.712,153.968,0
2,0,42,0,875,20,8,12,2,1,2,25,76.275,68.6475,60,0
4,0,43,0,710,20,21,9,3,1,2,30,113.2,101.88,61.32,0
0,0,42,0,0,0,8,0,2,1,2,25,36,32.4,60,1
5,0,42,1,7508,133,392,44,3,1,1,30,1873.64,1686.276,237.364,0
9,0,42,2,11465,160,19,48,4,1,1,45,338.125,304.3125,83.8125,0
10,0,42,2,6718,81,116,38,2,1,1,25,827.955,745.1595,132.7955,0
25,1,38,0,955,53,24,18,3,1,2,30,136.32,122.688,63.632,1
23,0,41,9,10435,99,9,43,5,2,1,55,171.51,154.359,67.151,0
15,0,41,2,5818,104,34,25,3,1,1,30,372.88,335.592,87.288,0
3,0,39,1,2840,28,8,15,3,1,1,30,146.72,132.048,64.672,0
11,0,40,0,2990,47,17,17,3,1,2,30,189.48,170.532,68.948,1
11,1,41,0,2268,50,42,32,4,1,2,45,162.95,146.655,66.295,1
2,0,41,0,133,8,8,3,3,1,2,30,37.64,33.876,60,1
3,0,41,1,1668,31,8,7,4,1,1,45,62.475,56.2275,60,0
5,0,38,2,6785,103,22,23,5,1,1,55,136.32,122.688,63.632,0
2,0,41,0,628,13,17,5,4,1,2,45,58.525,52.6725,60,1
2,0,41,2,338,10,12,3,5,1,1,55,23.22,20.898,60,0
27,0,36,4,16075,244,8,81,2,1,1,25,770.355,693.3195,127.0355,0
8,0,39,4,6965,122,279,34,3,2,1,30,1399.48,1259.532,189.948,0
4,0,41,1,3718,88,10,29,3,1,1,30,192.24,173.016,69.224,0
5,0,40,0,1665,50,46,21,4,1,2,45,157.875,142.0875,65.7875,0
8,0,41,1,2780,59,183,24,2,1,1,25,951.255,856.1295,145.1255,0
6,1,32,2,1315,42,201,12,3,2,1,30,858.28,772.452,135.828,1
6,0,31,1,1568,45,38,69,5,1,1,55,81.195,73.0755,60,0
13,0,32,0,700,31,18,8,3,1,2,30,101.24,91.116,60.124,0
2,0,31,0,825,16,29,4,4,1,2,45,93.525,84.1725,60,0
12,0,30,1,1225,38,27,14,2,1,1,25,178.335,160.5015,67.8335,0
4,0,30,1,3225,67,16,24,3,1,1,30,195.68,176.112,69.568,0
4,0,23,1,1695,32,36,15,3,1,1,30,213.08,191.772,71.308,0
18,0,22,2,6392,147,93,43,2,2,1,25,712.755,641.4795,121.2755,0
14,0,20,1,8932,177,81,41,5,1,1,55,258.135,232.3215,75.8135,0
10,0,21,4,2852,51,39,20,3,1,1,30,272.12,244.908,77.212,0
4,0,14,2,4390,46,223,11,3,1,1,30,1069.44,962.496,156.944,0
5,1,14,2,1487,25,8,8,3,1,1,30,92.48,83.232,60,1
14,0,39,1,5080,82,30,17,3,1,1,30,326.48,293.832,82.648,0
6,0,40,0,1028,16,15,4,3,1,2,30,101.76,91.584,60.176,0
16,0,38,1,3163,71,367,24,3,1,1,30,1597.36,1437.624,209.736,0
16,0,39,1,4908,77,9,35,1,1,1,15,323.675,291.3075,82.3675,0
9,0,39,1,3103,69,10,33,2,1,1,25,187.74,168.966,68.774,0
17,0,39,2,4485,93,40,28,3,1,1,30,343.12,308.808,84.312,0
10,0,39,1,3070,50,293,18,3,1,1,30,1296.8,1167.12,179.68,0
19,0,38,3,9825,132,152,43,3,1,1,30,1006.28,905.652,150.628,0
13,0,39,1,14483,180,8,44,3,1,1,30,618.52,556.668,111.852,0
13,0,39,2,5225,94,10,25,3,1,1,30,252.76,227.484,75.276,0
12,0,39,1,6628,106,15,12,3,1,1,30,329.36,296.424,82.936,0
15,0,39,0,2948,65,16,17,3,1,2,30,184.52,166.068,68.452,0
31,1,39,4,15850,236,62,32,3,1,1,30,891.44,802.296,139.144,0
10,0,39,2,3805,38,491,8,3,1,1,30,2117.72,1905.948,261.772,0
15,0,38,1,16195,193,158,30,2,1,1,25,1448.46,1303.614,194.846,0
9,0,38,2,7210,97,194,26,3,1,1,30,1068.28,961.452,156.828,0
6,0,38,0,1585,25,8,11,2,1,2,25,108.45,97.605,60.845,0
8,0,39,0,1420,25,21,8,3,1,2,30,141.8,127.62,64.18,0
6,0,38,0,710,11,8,2,2,1,2,25,68.445,61.6005,60,1
9,0,38,1,8218,138,392,43,3,1,1,30,1902.24,1712.016,240.224,0
13,0,38,2,12175,165,19,47,4,1,1,45,356,320.4,85.6,0
14,0,38,2,7428,86,116,37,2,1,1,25,860.13,774.117,136.013,0
29,1,34,0,1665,58,24,17,3,1,2,30,164.92,148.428,66.492,1
27,0,37,9,11145,104,9,42,5,2,1,55,182.235,164.0115,68.2235,0
19,0,37,2,6528,109,34,24,2,1,1,25,451.665,406.4985,95.1665,0
7,0,35,1,3550,33,8,14,3,1,1,30,175.32,157.788,67.532,0
15,1,36,0,3700,52,17,16,3,1,2,30,218.08,196.272,71.808,1
15,1,37,0,2978,55,42,31,3,1,2,30,289.32,260.388,78.932,1
6,0,37,0,843,13,8,2,3,1,2,30,66.24,59.616,60,1
7,0,37,1,2378,36,8,6,4,1,1,45,80.35,72.315,60,0
9,0,34,2,7495,108,22,22,5,1,1,55,147.045,132.3405,64.7045,0
6,1,37,0,1338,18,17,4,4,1,2,45,76.4,68.76,60,1
6,0,37,2,1048,15,12,2,5,1,1,55,33.945,30.5505,60,0
31,1,32,4,16785,249,8,80,2,1,1,25,802.53,722.277,130.253,0
12,1,35,4,7675,127,279,33,3,2,1,30,1428.08,1285.272,192.808,0
8,0,37,1,4428,93,10,28,3,1,1,30,220.84,198.756,72.084,0
9,0,36,0,2375,55,46,20,3,1,2,30,281.2,253.08,78.12,0
12,0,37,1,3490,64,183,23,2,1,1,25,983.43,885.087,148.343,0
10,0,28,2,2025,47,201,11,3,2,1,30,886.88,798.192,138.688,0
10,0,27,1,2278,50,38,68,4,1,1,45,153.2,137.88,65.32,0
17,0,28,0,1410,36,18,7,3,1,2,30,129.84,116.856,62.984,0
6,0,27,0,1535,21,29,3,4,1,2,45,111.4,100.26,61.14,0
16,0,26,1,1935,43,27,13,2,1,1,25,210.51,189.459,71.051,0
8,0,26,1,3935,72,16,23,3,1,1,30,224.28,201.852,72.428,0
8,0,19,1,2405,37,36,14,2,1,1,25,271.89,244.701,77.189,0
22,0,18,2,7102,152,93,42,2,2,1,25,744.93,670.437,124.493,0
18,0,16,1,9642,182,81,40,5,1,1,55,268.86,241.974,76.886,0
14,0,17,4,3562,56,39,19,3,2,1,30,300.72,270.648,80.072,0
8,0,10,2,5100,51,223,10,3,1,1,30,1098.04,988.236,159.804,0
9,0,10,2,2197,30,8,7,3,1,1,30,121.08,108.972,62.108,1
2,0,37,0,3660,60,0,17,2,1,1,25,167.4,150.66,66.74,0
0,0,38,0,0,0,0,0,2,1,2,25,0,0,60,0
4,0,36,0,1743,49,334,24,2,1,1,25,1583.64,1425.276,208.364,0
4,0,37,0,3488,55,0,35,1,1,1,15,194.865,175.3785,69.4865,0
0,0,37,0,1683,47,0,33,1,1,1,15,95.15,85.635,60,0
5,0,37,0,3065,71,7,28,3,1,1,30,153.44,138.096,65.344,0
0,0,37,0,1650,28,260,18,3,1,1,30,1107.12,996.408,160.712,0
7,0,36,1,8405,110,119,43,3,1,1,30,816.6,734.94,131.66,0
1,0,37,0,13063,158,0,44,3,1,1,30,528.84,475.956,102.884,0
1,0,37,0,3805,72,0,25,3,1,1,30,155.08,139.572,65.508,0
0,0,37,0,5208,84,0,12,2,1,1,25,238.14,214.326,73.814,0
3,0,37,0,1528,43,0,17,3,1,2,30,62.84,56.556,60,0
19,0,37,2,14430,214,29,32,3,1,1,30,701.76,631.584,120.176,0
0,0,37,0,2385,16,458,8,3,1,1,30,1928.04,1735.236,242.804,0
3,0,36,0,14775,171,125,30,2,1,1,25,1235.07,1111.563,173.507,0
0,0,36,0,5790,75,161,26,3,1,1,30,878.6,790.74,137.86,0
0,0,36,0,165,3,0,11,2,1,2,25,7.56,6.804,60,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,36,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,36,0,6798,116,359,43,2,1,1,25,1926.63,1733.967,242.663,0
1,0,36,0,10755,143,0,47,3,1,1,30,435.92,392.328,93.592,0
2,0,36,0,6008,64,83,37,2,1,1,25,646.74,582.066,114.674,0
17,0,32,0,245,36,0,17,2,1,2,25,12.645,11.3805,60,1
15,0,35,7,9725,82,0,42,4,1,1,45,245.175,220.6575,74.5175,0
7,0,35,0,5108,87,1,24,2,1,1,25,238.275,214.4475,73.8275,1
0,0,33,0,2130,11,0,14,3,1,1,30,85.64,77.076,60,0
3,1,34,0,2280,30,0,16,2,1,2,25,103.95,93.555,60.395,1
3,0,35,0,1558,33,9,31,3,1,2,30,99.64,89.676,60,1
0,0,35,0,0,0,0,0,3,1,2,30,0,0,60,1
0,0,35,0,958,14,0,6,3,1,1,30,38.88,34.992,60,0
0,0,32,0,6075,86,0,22,4,1,1,45,154.025,138.6225,65.4025,0
0,0,35,0,0,0,0,0,4,1,2,45,0,0,60,1
0,0,35,0,0,0,0,0,5,1,1,55,0,0,60,0
19,0,30,2,15365,227,0,80,2,1,1,25,701.64,631.476,120.164,0
0,0,33,2,6255,105,246,33,2,2,1,25,1393.2,1253.88,189.32,0
0,0,35,0,3008,71,0,28,2,1,1,25,138.555,124.6995,63.8555,0
0,0,34,0,955,33,13,20,3,1,2,30,91.52,82.368,60,0
0,0,35,0,2070,42,150,23,2,1,1,25,770.04,693.036,127.004,0
0,0,26,0,605,25,168,11,2,2,1,25,784.35,705.915,128.435,0
0,0,25,0,858,28,5,68,4,1,1,45,34.65,31.185,60,0
0,0,26,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,25,0,0,0,0,0,4,1,2,45,0,0,60,0
4,0,24,0,515,21,0,13,2,1,1,25,24.12,21.708,60,0
0,0,24,0,2515,50,0,23,3,1,1,30,102.6,92.34,60.26,0
0,0,17,0,985,15,3,14,2,1,1,25,58.5,52.65,60,0
10,0,16,0,5682,130,60,42,1,2,1,15,649.66,584.694,114.966,0
6,0,14,0,8222,160,48,40,4,1,1,45,329.55,296.595,82.955,0
2,0,15,2,2142,34,6,19,3,1,1,30,111.04,99.936,61.104,0
0,0,8,0,3680,29,190,10,3,1,1,30,908.36,817.524,140.836,0
0,0,8,0,777,8,0,7,3,1,1,30,31.4,28.26,60,1
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,177.876,69.764,0
0,0,39,0,318,5,7,4,2,1,2,25,46.035,41.4315,60,0
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,1382.868,203.652,0
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,216.018,74.002,0
3,0,38,0,2393,58,2,33,1,1,1,15,145.805,131.2245,64.5805,0
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,254.052,78.228,0
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,1112.364,173.596,0
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,850.896,144.544,0
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,501.912,105.768,0
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,172.728,69.192,0
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,241.668,76.852,0
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,111.312,62.368,0
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,747.54,133.06,0
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,1851.192,255.688,0
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,1242.0135,188.0015,0
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,906.696,150.744,0
0,0,37,0,875,14,0,11,2,1,2,25,40.005,36.0045,60,0
2,0,38,0,710,14,13,8,3,1,2,30,80.96,72.864,60,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,1
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,1864.4175,257.1575,0
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,286.1775,81.7975,0
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,712.5165,129.1685,0
23,0,33,0,955,47,16,17,2,1,2,25,117.09,105.381,61.709,1
21,1,36,8,10435,93,1,42,5,1,1,55,159.42,143.478,65.942,0
13,0,36,1,5818,98,26,24,2,1,1,25,383.22,344.898,88.322,1
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,103.032,61.448,0
9,1,35,0,2990,41,9,16,3,1,2,30,157.24,141.516,65.724,1
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,205.632,72.848,1
0,0,36,0,133,2,0,2,3,1,2,30,5.4,4.86,60,1
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,60.948,60,0
3,0,33,1,6785,97,14,22,5,1,1,55,124.23,111.807,62.423,0
0,0,36,0,628,7,9,4,4,1,2,45,38.375,34.5375,60,1
0,0,36,1,338,4,4,2,5,1,1,55,11.13,10.017,60,0
25,0,31,3,16075,238,0,80,2,1,1,25,734.085,660.6765,123.4085,0
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,1384.3305,203.8145,0
2,0,36,0,3718,82,2,28,2,1,1,25,180,162,68,0
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,198.324,72.036,0
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,823.4865,141.4985,0
4,1,27,1,1315,36,193,11,2,2,1,25,929.295,836.3655,142.9295,1
4,0,26,0,1568,39,30,68,4,1,1,45,115.175,103.6575,61.5175,0
11,0,27,0,700,25,10,7,2,1,2,25,77.625,69.8625,60,0
0,0,26,0,825,10,21,3,4,1,2,45,73.375,66.0375,60,0
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,127.8585,64.2065,0
2,0,25,0,3225,61,8,23,3,1,1,30,163.44,147.096,66.344,0
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,183.1005,70.3445,0
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,608.8365,117.6485,0
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,369.0675,91.0075,0
8,0,16,3,2852,45,31,19,3,1,1,30,239.88,215.892,73.988,0
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,933.48,153.72,0
3,0,9,1,1487,19,0,7,3,1,1,30,60.24,54.216,60,1
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,177.876,69.764,0
0,0,39,0,318,5,7,4,2,1,2,25,46.035,41.4315,60,0
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,1382.868,203.652,0
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,216.018,74.002,0
3,0,38,0,2393,58,2,33,1,1,1,15,145.805,131.2245,64.5805,0
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,254.052,78.228,0
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,1112.364,173.596,0
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,850.896,144.544,0
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,501.912,105.768,0
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,172.728,69.192,0
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,241.668,76.852,0
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,111.312,62.368,0
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,747.54,133.06,0
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,1851.192,255.688,0
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,1242.0135,188.0015,0
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,906.696,150.744,0
0,0,37,0,875,14,0,11,2,1,2,25,40.005,36.0045,60,0
2,0,38,0,710,14,13,8,3,1,2,30,80.96,72.864,60,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,1
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,1864.4175,257.1575,0
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,286.1775,81.7975,0
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,712.5165,129.1685,0
23,1,33,0,955,47,16,17,2,1,2,25,117.09,105.381,61.709,1
21,0,36,8,10435,93,1,42,5,1,1,55,159.42,143.478,65.942,0
13,1,36,1,5818,98,26,24,2,1,1,25,383.22,344.898,88.322,1
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,103.032,61.448,0
9,0,35,0,2990,41,9,16,3,1,2,30,157.24,141.516,65.724,1
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,205.632,72.848,1
0,0,36,0,133,2,0,2,3,1,2,30,5.4,4.86,60,1
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,60.948,60,0
3,0,33,1,6785,97,14,22,5,1,1,55,124.23,111.807,62.423,0
0,0,36,0,628,7,9,4,4,1,2,45,38.375,34.5375,60,1
0,0,36,1,338,4,4,2,5,1,1,55,11.13,10.017,60,0
25,1,31,3,16075,238,0,80,2,1,1,25,734.085,660.6765,123.4085,0
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,1384.3305,203.8145,0
2,0,36,0,3718,82,2,28,2,1,1,25,180,162,68,0
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,198.324,72.036,0
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,823.4865,141.4985,0
4,0,27,1,1315,36,193,11,2,2,1,25,929.295,836.3655,142.9295,0
4,0,26,0,1568,39,30,68,4,1,1,45,115.175,103.6575,61.5175,0
11,0,27,0,700,25,10,7,2,1,2,25,77.625,69.8625,60,0
0,0,26,0,825,10,21,3,4,1,2,45,73.375,66.0375,60,0
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,127.8585,64.2065,0
2,0,25,0,3225,61,8,23,3,1,1,30,163.44,147.096,66.344,0
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,183.1005,70.3445,0
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,608.8365,117.6485,0
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,369.0675,91.0075,0
8,0,16,3,2852,45,31,19,3,1,1,30,239.88,215.892,73.988,0
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,933.48,153.72,0
3,1,9,1,1487,19,0,7,3,1,1,30,60.24,54.216,60,1
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,167.265,68.585,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,0
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,1514.781,218.309,0
5,0,36,0,3893,60,0,33,1,1,1,15,217.415,195.6735,71.7415,0
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,105.93,61.77,0
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,244.863,77.207,0
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,1075.968,169.552,0
8,0,35,1,8810,115,137,41,3,1,1,30,905,814.5,140.5,0
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,490.716,104.524,0
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,154.332,67.148,0
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,230.931,75.659,0
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,74.916,60,0
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,711.144,129.016,0
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,1814.796,251.644,0
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,1201.068,183.452,0
0,0,35,0,6195,80,179,24,3,1,1,30,967,870.3,146.7,0
0,0,35,0,570,8,0,9,2,1,2,25,26.01,23.409,60,0
0,0,36,0,405,8,6,6,2,1,2,25,45.585,41.0265,60,0
